crn	report_month	creditlimit	date_closed	date_opened	datereported_trades	dpd_string	pay_hist_end_date	pay_hist_start_date	sanction_amount	out_standing_balance	over_due_amount	emi	high_credit_amount	tu_score	last_payment_date	loan_type_new	loan_status	loan_classification	ownership_type	sector	payhist_1	payhist_2	payhist_3	payhist_4	payhist_5	payhist_6	payhist_7	payhist_8	payhist_9	payhist_10	payhist_11	payhist_12	payhist_13	payhist_14	payhist_15	payhist_16	payhist_17	payhist_18	payhist_19	payhist_20	payhist_21	payhist_22	payhist_23	payhist_24	payhist_25	payhist_26	payhist_27	payhist_28	payhist_29	payhist_30	payhist_31	payhist_32	payhist_33	payhist_34	payhist_35	payhist_36	dt1	dt2	dt3	dt4	dt5	dt6	dt7	dt8	dt9	dt10	dt11	dt12	dt13	dt14	dt15	dt16	dt17	dt18	dt19	dt20	dt21	dt22	dt23	dt24	dt25	dt26	dt27	dt28	dt29	dt30	dt31	dt32	dt33	dt34	dt35	dt36	max_dpd	max_dpd_date	months_since_max_dpd
698167220	202602	50000	NULL	2020-09-17	2026-01-15	000000	2025-12-01	2026-01-01	50000	0	0	NULL	40571	785	2025-12-29	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	110000	2018-10-08	2018-08-19	2018-11-10	000000	2018-10-01	2018-11-01	110000	0	0	NULL	588	785	2018-10-04	Credit Card	Closed	000	Individual	NOT DISCLOSED	Asset	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2018-10-31 00:00:00	2018-09-30 00:00:00	2018-08-31 00:00:00	2018-07-31 00:00:00	2018-06-30 00:00:00	2018-05-31 00:00:00	2018-04-30 00:00:00	2018-03-31 00:00:00	2018-02-28 00:00:00	2018-01-31 00:00:00	2017-12-31 00:00:00	2017-11-30 00:00:00	2017-10-31 00:00:00	2017-09-30 00:00:00	2017-08-31 00:00:00	2017-07-31 00:00:00	2017-06-30 00:00:00	2017-05-31 00:00:00	2017-04-30 00:00:00	2017-03-31 00:00:00	2017-02-28 00:00:00	2017-01-31 00:00:00	2016-12-31 00:00:00	2016-11-30 00:00:00	2016-10-31 00:00:00	2016-09-30 00:00:00	2016-08-31 00:00:00	2016-07-31 00:00:00	2016-06-30 00:00:00	2016-05-31 00:00:00	2016-04-30 00:00:00	2016-03-31 00:00:00	2016-02-29 00:00:00	2016-01-31 00:00:00	2015-12-31 00:00:00	2015-11-30 00:00:00	0	2018-10-31 00:00:00	87	
698167220	202602	140000	NULL	2023-06-06	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-06-01	2026-01-01	140000	21705	0	NULL	53590	785	2026-01-07	Credit Card	Live	000	Individual	KOTAK BANK	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	180000	NULL	2022-10-31	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-02-01	2026-01-01	180000	458	0	2875	35710	785	2025-12-26	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	186000	2023-07-14	2018-08-19	2024-10-11	000000XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000000000000000000000000000000000000000000000XXX000000000000000000	2021-11-01	2024-10-01	186000	0	0	NULL	87313	785	2023-07-07	Credit Card	Closed	000	Individual	NOT DISCLOSED	Asset	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	0	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	2022-12-31 00:00:00	2022-11-30 00:00:00	2022-10-31 00:00:00	2022-09-30 00:00:00	2022-08-31 00:00:00	2022-07-31 00:00:00	2022-06-30 00:00:00	2022-05-31 00:00:00	2022-04-30 00:00:00	2022-03-31 00:00:00	2022-02-28 00:00:00	2022-01-31 00:00:00	2021-12-31 00:00:00	2021-11-30 00:00:00	2021-10-31 00:00:00	0	2024-09-30 00:00:00	16	
698167220	202602	435000	NULL	2022-12-27	2026-01-21	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-02-01	2026-01-01	435000	15170	0	NULL	28287	785	2025-02-11	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	435000	NULL	2023-09-01	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-09-01	2026-01-01	435000	0	0	NULL	78265	785	2025-09-30	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	500000	NULL	2020-10-29	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-05-01	2026-01-01	500000	56940	0	NULL	227417	785	2026-01-06	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	242000	NULL	2023-01-27	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-02-01	2026-01-01	242000	97650	0	NULL	102770	785	NULL	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	293000	2023-05-26	2020-10-29	2023-11-30	000000000000000000000XXX000000000000000000000000000000000000000000000000000000000000000000000000	2020-10-01	2023-05-01	293000	0	0	NULL	108854	785	2023-04-01	Credit Card	Closed	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	2022-12-31 00:00:00	2022-11-30 00:00:00	2022-10-31 00:00:00	2022-09-30 00:00:00	2022-08-31 00:00:00	2022-07-31 00:00:00	2022-06-30 00:00:00	2022-05-31 00:00:00	2022-04-30 00:00:00	2022-03-31 00:00:00	2022-02-28 00:00:00	2022-01-31 00:00:00	2021-12-31 00:00:00	2021-11-30 00:00:00	2021-10-31 00:00:00	2021-09-30 00:00:00	2021-08-31 00:00:00	2021-07-31 00:00:00	2021-06-30 00:00:00	2021-05-31 00:00:00	2021-04-30 00:00:00	2021-03-31 00:00:00	2021-02-28 00:00:00	2021-01-31 00:00:00	2020-12-31 00:00:00	2020-11-30 00:00:00	2020-10-31 00:00:00	2020-09-30 00:00:00	2020-08-31 00:00:00	2020-07-31 00:00:00	2020-06-30 00:00:00	2020-05-31 00:00:00	0	2023-04-30 00:00:00	33	
698167220	202602	300000	NULL	2025-02-22	2026-01-15	000000000000000000000000000000000000	2025-02-01	2026-01-01	300000	0	0	NULL	13496	785	2025-10-09	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	312000	NULL	2023-05-25	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-05-01	2026-01-01	312000	0	0	NULL	47466	785	2025-10-02	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	320000	NULL	2022-02-15	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-02-01	2026-01-01	320000	155249	0	NULL	220908	785	2025-12-09	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	427000	NULL	2019-04-17	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-02-01	2026-01-01	427000	10731	0	NULL	69065	785	2025-11-02	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	427000	NULL	2024-07-26	2026-01-15	000000000000000000000000000000000000000000000000000000000	2024-07-01	2026-01-01	427000	13399	0	NULL	24296	785	2026-01-02	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	427000	NULL	2024-12-16	2026-01-15	000000000000000000000000000000000000000000	2024-12-01	2026-01-01	427000	0	0	NULL	2013	785	2025-11-02	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
698167220	202602	186000	NULL	2018-08-19	2026-01-15	000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2023-10-01	2026-01-01	186000	54452	0	NULL	87323	785	2025-12-08	Credit Card	Live	000	Individual	NOT DISCLOSED	Asset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2025-12-31 00:00:00	2025-11-30 00:00:00	2025-10-31 00:00:00	2025-09-30 00:00:00	2025-08-31 00:00:00	2025-07-31 00:00:00	2025-06-30 00:00:00	2025-05-31 00:00:00	2025-04-30 00:00:00	2025-03-31 00:00:00	2025-02-28 00:00:00	2025-01-31 00:00:00	2024-12-31 00:00:00	2024-11-30 00:00:00	2024-10-31 00:00:00	2024-09-30 00:00:00	2024-08-31 00:00:00	2024-07-31 00:00:00	2024-06-30 00:00:00	2024-05-31 00:00:00	2024-04-30 00:00:00	2024-03-31 00:00:00	2024-02-29 00:00:00	2024-01-31 00:00:00	2023-12-31 00:00:00	2023-11-30 00:00:00	2023-10-31 00:00:00	2023-09-30 00:00:00	2023-08-31 00:00:00	2023-07-31 00:00:00	2023-06-30 00:00:00	2023-05-31 00:00:00	2023-04-30 00:00:00	2023-03-31 00:00:00	2023-02-28 00:00:00	2023-01-31 00:00:00	0	2025-12-31 00:00:00	1	
